Year,Local Government Area,Offence Division,Offence Subdivision,Victim Reports
2020,Maroondah,A Crimes against the person,A20 Assault and related offences,675
2020,Maroondah,A Crimes against the person,A30 Sexual offences,143
2020,Maroondah,A Crimes against the person,A40 Abduction and related offences,8
2020,Maroondah,A Crimes against the person,A50 Robbery,43
2020,Maroondah,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",110
2020,Maroondah,A Crimes against the person,A80 Dangerous and negligent acts endangering people,43
2020,Maroondah,B Property and deception offences,B10 Arson,10
2020,Maroondah,B Property and deception offences,B20 Property damage,338
2020,Maroondah,B Property and deception offences,B30 Burglary/Break and enter,321
2020,Maroondah,B Property and deception offences,B40 Theft,"1,211"
2020,Maroondah,B Property and deception offences,B50 Deception,120
2020,Melbourne,A Crimes against the person,A10 Homicide and related offences,7
2020,Melbourne,A Crimes against the person,A20 Assault and related offences,"2,696"
2020,Melbourne,A Crimes against the person,A30 Sexual offences,663
2020,Melbourne,A Crimes against the person,A40 Abduction and related offences,35
2020,Melbourne,A Crimes against the person,A50 Robbery,407
2020,Melbourne,A Crimes against the person,A60 Blackmail and extortion,17
2020,Melbourne,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",248
2020,Melbourne,A Crimes against the person,A80 Dangerous and negligent acts endangering people,84
2020,Melbourne,B Property and deception offences,B10 Arson,13
2020,Melbourne,B Property and deception offences,B20 Property damage,687
2020,Melbourne,B Property and deception offences,B30 Burglary/Break and enter,"1,005"
2020,Melbourne,B Property and deception offences,B40 Theft,"6,747"
2020,Melbourne,B Property and deception offences,B50 Deception,"1,025"
2020,Melton,A Crimes against the person,A20 Assault and related offences,"1,145"
2020,Melton,A Crimes against the person,A30 Sexual offences,196
2020,Melton,A Crimes against the person,A40 Abduction and related offences,21
2020,Melton,A Crimes against the person,A50 Robbery,120
2020,Melton,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",255
2020,Melton,A Crimes against the person,A80 Dangerous and negligent acts endangering people,120
2020,Melton,B Property and deception offences,B10 Arson,42
2020,Melton,B Property and deception offences,B20 Property damage,683
2020,Melton,B Property and deception offences,B30 Burglary/Break and enter,564
2020,Melton,B Property and deception offences,B40 Theft,"1,772"
2020,Melton,B Property and deception offences,B50 Deception,144
2020,Mildura,A Crimes against the person,A20 Assault and related offences,781
2020,Mildura,A Crimes against the person,A30 Sexual offences,110
2020,Mildura,A Crimes against the person,A40 Abduction and related offences,18
2020,Mildura,A Crimes against the person,A50 Robbery,19
2020,Mildura,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",131
2020,Mildura,A Crimes against the person,A80 Dangerous and negligent acts endangering people,37
2020,Mildura,B Property and deception offences,B10 Arson,20
2020,Mildura,B Property and deception offences,B20 Property damage,387
2020,Mildura,B Property and deception offences,B30 Burglary/Break and enter,438
2020,Mildura,B Property and deception offences,B40 Theft,"1,030"
2020,Mildura,B Property and deception offences,B50 Deception,87
2020,Mildura,E Justice procedures offences,E20 Breaches of orders,5
2020,Mitchell,A Crimes against the person,A20 Assault and related offences,454
2020,Mitchell,A Crimes against the person,A30 Sexual offences,70
2020,Mitchell,A Crimes against the person,A50 Robbery,4
2020,Mitchell,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",115
2020,Mitchell,A Crimes against the person,A80 Dangerous and negligent acts endangering people,49
2020,Mitchell,B Property and deception offences,B10 Arson,15
2020,Mitchell,B Property and deception offences,B20 Property damage,241
2020,Mitchell,B Property and deception offences,B30 Burglary/Break and enter,146
2020,Mitchell,B Property and deception offences,B40 Theft,478
2020,Mitchell,B Property and deception offences,B50 Deception,49
2020,Moira,A Crimes against the person,A10 Homicide and related offences,4
2020,Moira,A Crimes against the person,A20 Assault and related offences,189
2020,Moira,A Crimes against the person,A30 Sexual offences,51
2020,Moira,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",49
2020,Moira,A Crimes against the person,A80 Dangerous and negligent acts endangering people,24
2020,Moira,B Property and deception offences,B10 Arson,13
2020,Moira,B Property and deception offences,B20 Property damage,122
2020,Moira,B Property and deception offences,B30 Burglary/Break and enter,109
2020,Moira,B Property and deception offences,B40 Theft,337
2020,Moira,B Property and deception offences,B50 Deception,28
2020,Monash,A Crimes against the person,A10 Homicide and related offences,7
2020,Monash,A Crimes against the person,A20 Assault and related offences,868
2020,Monash,A Crimes against the person,A30 Sexual offences,142
2020,Monash,A Crimes against the person,A40 Abduction and related offences,8
2020,Monash,A Crimes against the person,A50 Robbery,110
2020,Monash,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",106
2020,Monash,A Crimes against the person,A80 Dangerous and negligent acts endangering people,72
2020,Monash,B Property and deception offences,B10 Arson,21
2020,Monash,B Property and deception offences,B20 Property damage,492
2020,Monash,B Property and deception offences,B30 Burglary/Break and enter,801
2020,Monash,B Property and deception offences,B40 Theft,"3,155"
2020,Monash,B Property and deception offences,B50 Deception,245
2020,Moonee Valley,A Crimes against the person,A20 Assault and related offences,538
2020,Moonee Valley,A Crimes against the person,A30 Sexual offences,135
2020,Moonee Valley,A Crimes against the person,A40 Abduction and related offences,9
2020,Moonee Valley,A Crimes against the person,A50 Robbery,79
2020,Moonee Valley,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",94
2020,Moonee Valley,A Crimes against the person,A80 Dangerous and negligent acts endangering people,34
2020,Moonee Valley,B Property and deception offences,B10 Arson,12
2020,Moonee Valley,B Property and deception offences,B20 Property damage,363
2020,Moonee Valley,B Property and deception offences,B30 Burglary/Break and enter,393
2020,Moonee Valley,B Property and deception offences,B40 Theft,"2,228"
2020,Moonee Valley,B Property and deception offences,B50 Deception,142
2020,Moorabool,A Crimes against the person,A10 Homicide and related offences,4
2020,Moorabool,A Crimes against the person,A20 Assault and related offences,171
2020,Moorabool,A Crimes against the person,A30 Sexual offences,41
2020,Moorabool,A Crimes against the person,A50 Robbery,5
2020,Moorabool,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",36
2020,Moorabool,A Crimes against the person,A80 Dangerous and negligent acts endangering people,28
2020,Moorabool,B Property and deception offences,B10 Arson,20
2020,Moorabool,B Property and deception offences,B20 Property damage,114
2020,Moorabool,B Property and deception offences,B30 Burglary/Break and enter,147
2020,Moorabool,B Property and deception offences,B40 Theft,350
2020,Moorabool,B Property and deception offences,B50 Deception,27
2020,Moreland,A Crimes against the person,A20 Assault and related offences,"1,010"
2020,Moreland,A Crimes against the person,A30 Sexual offences,244
2020,Moreland,A Crimes against the person,A40 Abduction and related offences,15
2020,Moreland,A Crimes against the person,A50 Robbery,91
2020,Moreland,A Crimes against the person,A60 Blackmail and extortion,5
2020,Moreland,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",191
2020,Moreland,A Crimes against the person,A80 Dangerous and negligent acts endangering people,61
2020,Moreland,B Property and deception offences,B10 Arson,24
2020,Moreland,B Property and deception offences,B20 Property damage,680
2020,Moreland,B Property and deception offences,B30 Burglary/Break and enter,824
2020,Moreland,B Property and deception offences,B40 Theft,"3,830"
2020,Moreland,B Property and deception offences,B50 Deception,366
2020,Mornington Peninsula,A Crimes against the person,A10 Homicide and related offences,9
2020,Mornington Peninsula,A Crimes against the person,A20 Assault and related offences,777
2020,Mornington Peninsula,A Crimes against the person,A30 Sexual offences,207
2020,Mornington Peninsula,A Crimes against the person,A40 Abduction and related offences,6
2020,Mornington Peninsula,A Crimes against the person,A50 Robbery,45
2020,Mornington Peninsula,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",152
2020,Mornington Peninsula,A Crimes against the person,A80 Dangerous and negligent acts endangering people,71
2020,Mornington Peninsula,B Property and deception offences,B10 Arson,35
2020,Mornington Peninsula,B Property and deception offences,B20 Property damage,618
2020,Mornington Peninsula,B Property and deception offences,B30 Burglary/Break and enter,887
2020,Mornington Peninsula,B Property and deception offences,B40 Theft,"2,006"
2020,Mornington Peninsula,B Property and deception offences,B50 Deception,154
2020,Mount Alexander,A Crimes against the person,A20 Assault and related offences,77
2020,Mount Alexander,A Crimes against the person,A30 Sexual offences,19
2020,Mount Alexander,A Crimes against the person,A50 Robbery,7
2020,Mount Alexander,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",12
2020,Mount Alexander,A Crimes against the person,A80 Dangerous and negligent acts endangering people,4
2020,Mount Alexander,B Property and deception offences,B20 Property damage,54
2020,Mount Alexander,B Property and deception offences,B30 Burglary/Break and enter,47
2020,Mount Alexander,B Property and deception offences,B40 Theft,154
2020,Mount Alexander,B Property and deception offences,B50 Deception,25
2020,Moyne,A Crimes against the person,A20 Assault and related offences,76
2020,Moyne,A Crimes against the person,A30 Sexual offences,26
2020,Moyne,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",19
2020,Moyne,A Crimes against the person,A80 Dangerous and negligent acts endangering people,18
2020,Moyne,B Property and deception offences,B20 Property damage,39
2020,Moyne,B Property and deception offences,B30 Burglary/Break and enter,34
2020,Moyne,B Property and deception offences,B40 Theft,80
2020,Moyne,B Property and deception offences,B50 Deception,8
2020,Murrindindi,A Crimes against the person,A20 Assault and related offences,83
2020,Murrindindi,A Crimes against the person,A30 Sexual offences,21
2020,Murrindindi,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",20
2020,Murrindindi,A Crimes against the person,A80 Dangerous and negligent acts endangering people,12
